title,heading,content,tokens
2020년 하계 올림픽 여자 토너먼트 축구,자격,"개최국 일본 외에도 6개 대륙 연맹에서 11개의 여자 대표팀이 자격을 얻었습니다. FIFA 대회 조직위원회는 2017년 9월 14일 회의에서 자리 분배를 비준했습니다. 처음으로 영국 축구 4개 협회(잉글랜드, 북아일랜드, 스코틀랜드, 웨일스) 간의 여자 대표팀 협약에 따라 그레이트 영국은 2019년 FIFA 여자 월드컵(필드하키와 7인제 럭비 경기에서 GB팀이 이미 성공적으로 채택한 절차)에서 잉글랜드의 경기력을 통해 올림픽 진출을 시도했습니다. 팀의 유일한 이전 모습은 2012 토너먼트에서 자동으로 호스트 자격을 얻었습니다. 영국은 영국이 유럽 최고의 3개 팀 중 하나였기 때문에 예선에 성공했습니다. 스코틀랜드도 월드컵에 출전할 자격이 있었지만 가장 높은 순위의 본국이 올림픽 예선을 위해 경쟁하도록 지명되는 합의에 따라 그들의 성적은 고려되지 않았습니다(스코틀랜드, 웨일스 및 북아일랜드 선수는 올림픽에서 영국 팀).",205
2020년 하계 올림픽 여자 토너먼트 축구,장소,"이번 대회는 가시마 스타디움, 가시마 미야기 스타디움, 리후 사이타마 스타디움 2002, 사이타마 삿포로 돔, 삿포로 도쿄 스타디움, 도쿄 국제 스타디움 요코하마, 요코하마 등 6개 도시 6개 경기장에서 열렸다. 도쿄에서. 두 결선 진출자는 과도한 열에 대한 우려로 인해 더 늦은 킥오프 시간을 요청했습니다. 국립 경기장은 이미 저녁에 육상 경기를 위해 예약되었기 때문에 경기는 요코하마에 있는 요코하마 국제 경기장으로 옮겨졌습니다. 일본의 코로나19 대유행으로 인해 대부분의 경기는 관중 없이 비공개로 진행되었습니다. 그러나 미야기 스타디움은 제한된 관중의 경기 관람을 허용했고 가시마 스타디움은 학교 프로그램의 일환으로 지역 학생을 허용했지만 여전히 올림픽 관중은 허용되지 않았습니다.",186
2020년 하계 올림픽 여자 토너먼트 축구,분대,"대회는 연령 제한이 없는 완전 국제대회였다. 전통적으로 로스터 규칙은 각 팀이 18명의 선수로 구성된 스쿼드를 제출하도록 요구했으며 그 중 2명은 골키퍼여야 합니다. 또한 각 팀은 토너먼트 중 부상이 발생할 경우 스쿼드의 모든 선수를 교체할 수 있는 4명의 대체 선수 목록을 지정합니다. 2021년 6월 말, 국제 올림픽 위원회(International Olympic Committee)와 FIFA는 각 팀의 22명의 선수 모두가 매 경기 전에 선택 가능할 것이라고 발표했습니다. 각 경기 전에 팀은 총 22명의 선수 중에서 해당 경기에서 플레이할 수 있는 18명의 선수 명단을 선택합니다. IOC는 또한 선수가 올림피아 선수로 간주되고 메달을 받으려면 매치데이 18인 명단에 적어도 한 명은 나와야 한다고 확인했습니다. COVID-19 대유행으로 인한 문제와 관련하여 규칙이 변경되었습니다.",175
2020년 하계 올림픽 여자 토너먼트 축구,그리다,토너먼트 조추첨은 2021년 4월 21일 10:00 CEST(UTC+2)에 스위스 Z체리히에 있는 FIFA 본부에서 진행되었습니다. 사회는 사라이 베어만(Sarai Bareman) FIFA 여자 축구 수석 위원이 맡았고 사만다 존슨(Samantha Johnson)이 시상식을 발표했다. Lindsay Tarpley와 Ryan Nelsen이 조 추첨 조수로 참여했습니다. 12개 팀은 4개 팀씩 3개 그룹으로 추첨되었습니다. 개최국 일본은 2021년 4월 16일에 발표된 FIFA 여자 세계 랭킹(아래 괄호 안에 표시)에 따라 자동으로 1번 포트에 배정되어 E1 위치에 배정되었으며 나머지 팀은 각각의 팟에 배정되었습니다. 영국은 FIFA 회원국이 아니므로 순위가 없기 때문에 영국을 대신하여 자격을 얻은 영국의 FIFA 순위를 기준으로 시드를 받았습니다. 어떤 그룹도 각 연맹에서 한 팀 이상을 포함할 수 없습니다.,176
2020년 하계 올림픽 여자 토너먼트 축구,그룹 스테이지,"경쟁 국가는 남자 토너먼트(지정 A~D 지정 사용)의 그룹과의 혼동을 피하기 위해 그룹 E, F 및 G로 표시되는 4개 팀의 3개 그룹으로 나뉩니다. 각 조의 팀들은 라운드 로빈 방식으로 서로 경기를 펼쳤고, 각 조의 상위 2개 팀과 3위가 가장 좋은 2개 팀이 8강에 진출했습니다. 모든 시간은 현지 기준 JST(UTC+9)입니다.",95
2020년 하계 올림픽 여자 토너먼트 축구,타이브레이커,"조별 예선의 팀 순위는 다음과 같이 결정됩니다. 모든 조별 경기에서 획득한 점수(승리 시 3점, 무승부 1점, 패배 시 0점) 모든 그룹 경기의 골 차이; 모든 조별 경기에서 득점한 골 수 해당 팀 간의 경기에서 획득한 점수 해당 팀 간의 경기에서 골 차이; 해당 팀 간의 경기에서 득점한 골 수 모든 그룹 경기에서 공정한 플레이 점수(단일 경기에서 한 선수에게 한 번의 감점만 적용될 수 있음): 추첨.",129
2020년 하계 올림픽 여자 토너먼트 축구,녹아웃 스테이지,녹아웃 단계에서 정규 경기 시간이 끝날 때 경기가 동점일 경우 추가 시간(각 15분씩 2피리어드)이 진행되고 필요한 경우 승부차기로 승부를 결정합니다.,50
2020년 하계 올림픽 여자 토너먼트 축구,득점자,26경기에서 101골을 터트려 경기당 평균 3.88골을 기록했다. 10골 6골 5골 4골 3골 2골 1골 1자책골 출처: TOCOG,62
2020년 하계 올림픽 여자 토너먼트 축구,규율,플레이어는 다음 위반으로 다음 경기에서 자동으로 정지되었습니다. 레드 카드를 받은 경우(심각한 위반의 경우 레드 카드 정지가 연장될 수 있음) 두 경기에서 두 개의 옐로우 카드를 받은 경우 준준결승 종료 후 옐로 카드가 만료된 경우(옐로우 카드 정지는 향후 다른 국제 경기로 이월되지 않음)다음 위반 행위는 토너먼트 중 정지를 정당화했습니다.,82
2020년 하계 올림픽 남자 토너먼트 녹아웃 스테이지의 축구,요약,2020년 하계 올림픽 남자 축구 토너먼트의 녹아웃 스테이지는 2021년 7월 31일부터 8월 7일까지 진행되었습니다. 조별 리그에서 각 그룹의 상위 2개 팀이 토너먼트 스테이지에 진출합니다.모든 시간은 일본 표준시(UTC+ 9).,57
2020년 하계 올림픽 남자 토너먼트 녹아웃 스테이지의 축구,체재,"녹아웃 단계에서는 정규 경기 시간 90분 종료 시 동점일 경우 연장전(각 15분씩 2피리어드)을 진행하고, 필요 시 승부차기로 승부를 가렸다.",53
2020년 하계 올림픽 남자 토너먼트 녹아웃 스테이지의 축구,동메달 경기,동메달 결정전은 원래 2021년 8월 6일 20:00에 열릴 예정이었습니다. 여자축구대회 금메달전이 11시에서 21시로 연기됨에 따라 경기는 같은 장소에서 같은 날 18시로 옮겨졌다.,64
2020년 하계 올림픽 여자 토너먼트 결승전 축구,요약,2020년 하계 올림픽 여자 축구 결승전은 2020년 하계 올림픽 여자 축구 대회의 승자를 가리기 위해 2021년 8월 6일 일본 요코하마 시 요코하마 국제 스타디움에서 열린 축구 경기이다. 캐나다는 결승전에서 양 팀이 연장전 끝에 11점을 비긴 후 승부차기에서 스웨덴을 32점으로 꺾고 첫 금메달을 땄습니다.,83
2020년 하계 올림픽 여자 토너먼트 결승전 축구,장소,결승전은 당초 현지 시간으로 11시 도쿄 국립경기장에서 열릴 예정이었다. 두 팀 모두 과도한 열에 대한 우려로 인해 더 늦은 킥오프 시간을 요청했습니다. 국립 경기장은 이미 저녁에 육상 경기를 위해 예약되었기 때문에 경기는 요코하마의 요코하마 국제 경기장에서 현지 시간으로 21:00로 옮겨졌습니다.,75
2020년 하계 올림픽 남자 토너먼트 B조의 축구,요약,"2020년 하계 올림픽 남자 축구 토너먼트 B조는 2021년 7월 22일부터 28일까지 가시마 가시마 스타디움, 삿포로 삿포로 돔, 요코하마 국제 경기장에서 치러졌다. 이 그룹은 온두라스, 뉴질랜드, 루마니아 및 한국으로 구성되었습니다. 상위 2개 팀인 한국과 뉴질랜드가 결선 토너먼트에 진출했습니다.",82
2020년 하계 올림픽 남자 토너먼트 B조의 축구,순위,8강전에서 한국의 B조 승자는 멕시코의 A조 준우승팀과 대결했습니다. B조 준우승팀인 뉴질랜드는 A조 우승팀인 일본과 맞붙었다.,56
2020년 하계 올림픽 남자 토너먼트 B조의 축구,규율,팀의 전체 기록과 일대일 기록이 동점이라면 페어 플레이 포인트가 타이 브레이커로 사용되었을 것입니다. 이는 모든 그룹 경기에서 받은 옐로우 카드와 레드 카드를 기반으로 다음과 같이 계산되었습니다. 첫 번째 옐로우 카드: 마이너스 1점; 간접 레드 카드(두 번째 옐로 카드): 마이너스 3점; 다이렉트 레드 카드: 마이너스 4점; 옐로 카드 및 다이렉트 레드 카드: 감점 5점; 단일 경기에서 선수에게 위의 감점 중 하나만 적용됩니다.,106
2020년 하계 올림픽 여자 토너먼트 G조 축구,요약,"2020년 하계 올림픽 여자 축구 토너먼트 G조는 2021년 7월 21일부터 27일까지 호주, 뉴질랜드, 스웨덴, 미국이 참가했습니다. 상위 2개 팀인 스웨덴과 미국이 녹아웃 단계에 진출했고, 3위인 호주는 세 그룹 중 가장 좋은 3위인 두 팀 중 하나로 진출했습니다.",77
2020년 하계 올림픽 여자 토너먼트 G조 축구,순위,8강전에서는 G조 1위 스웨덴이 E조 3위 일본과 맞붙었다. G조 2위 미국은 F조 1위 네덜란드와 맞붙었다. G조 3위 호주는 E조 1위인 영국과 맞붙어 3위 2개 팀 중 하나로 진출했다.,91
2020년 하계 올림픽 여자 토너먼트 G조 축구,규율,팀의 전체 기록과 일대일 기록이 동점이라면 페어 플레이 포인트가 타이 브레이커로 사용되었을 것입니다. 이는 모든 그룹 경기에서 받은 옐로우 카드와 레드 카드를 기반으로 다음과 같이 계산되었습니다. 첫 번째 옐로우 카드: 마이너스 1점; 간접 레드 카드(두 번째 옐로 카드): 마이너스 3점; 다이렉트 레드 카드: 마이너스 4점; 옐로 카드 및 다이렉트 레드 카드: 감점 5점; 단일 경기에서 선수에게 위의 감점 중 하나만 적용됩니다.,106
2020년 하계 올림픽 남자 토너먼트 비치발리볼,요약,2020년 일본 도쿄 올림픽 남자 비치발리볼 대회가 시오카제 공원에서 열렸습니다. 대회는 2021년 7월 24일부터 8월 7일까지 진행되었습니다. 당초 2020년 7월 25일부터 8월 8일까지 열릴 예정이었으나 COVID-19 팬데믹으로 인해 IOC와 도쿄 2020 조직위원회는 2020년 3월 24일에 다음과 같이 발표했습니다. 2020년 하계 올림픽은 2021년으로 연기될 것입니다. 이 전염병으로 인해 게임은 비공개로 진행되었습니다. 전 세계 48명의 선수로 구성된 24개 팀이 금메달을 놓고 경쟁했습니다. Anders Mol과 Christian S첩rum은 결승에서 Viacheslav Krasilnikov와 Oleg Stoyanovskiy를 꺾고 금메달을 목에 걸었고 Cherif Younousse와 Ahmed Tijan은 동메달을 차지했습니다. 대회 메달은 노르웨이의 Kristin Kloster Aasen이 수여했습니다. IOC 위원과 메달리스트의 부케는 브라질의 Ary GraCla가 수여했습니다. FIVB 회장.,214
2020년 하계 올림픽 남자 토너먼트 비치발리볼,팀,24개 팀이 4개 팀으로 구성된 6개의 풀에 추첨되었습니다. *미국의 Taylor Crabb은 원래 Gibb과 함께 플레이할 자격이 있었지만 COVID-19에 양성 반응을 보였고 Bourne으로 교체되었습니다.,48
2020년 하계 올림픽 남자 토너먼트 비치발리볼,행운의 패자,"아래 표는 예선 3위 팀의 순위를 보여줍니다. 상위 2개 팀은 자동으로 다음 라운드에 진출합니다. 다른 팀들은 남은 두 자리를 놓고 경쟁했습니다. 3위 팀은 6위 팀과, 4위 팀은 5위 팀과 대결했습니다.",66
2020년 하계 올림픽 남자 토너먼트 비치발리볼,녹아웃 스테이지,"16쌍의 라운드는 추첨으로 결정되었습니다. 예선 풀에서 1위를 차지한 6개 팀은 자동으로 분리되었습니다. 그런 다음 행운의 패자 플레이 오프 우승자가 추첨되었습니다. 다음으로 가장 좋은 3위 2명이 뽑혔습니다. 그리고, 마지막 추첨은 2위 팀들의 것이었다. 예선에서 같은 풀에 속한 팀들은 16강에서 만나지 못했습니다.",78
2020년 하계 올림픽 남자 토너먼트 배구,요약,2020년 하계 올림픽 남자 배구 토너먼트는 세계 집행 기구인 FIVB가 IOC와 함께 주최하는 하계 올림픽의 15번째 대회였습니다. 2021년 7월 24일부터 8월 7일까지 일본 도쿄에서 개최되었습니다. 당초 2020년 7월 25일부터 8월 8일까지 열릴 예정이었으나 COVID-19 팬데믹으로 인해 IOC와 도쿄 2020 조직위원회는 24일 발표했습니다. 2020년 3월 2020 하계 올림픽이 2021년으로 연기됩니다. 이 전염병으로 인해 모든 경기가 비공개로 진행되었습니다. 프랑스는 ROC로 경쟁한 러시아 팀을 32승으로 꺾고 첫 금메달과 종합 메달을 획득했습니다. 아르헨티나는 브라질을 상대로 근소한 차이로 32승을 거두며 동메달을 획득했습니다. 경기 메달은 IOC 위원이자 올림픽 선수인 Bernard Rajzman과 브라질의 은메달리스트가 수여했습니다. 메달리스트의 부케는 FIVB 회장인 Ary GraCla가 수여했습니다. 브라질.,214
2020년 하계 올림픽 남자 토너먼트 배구,체재,"예선전은 12개 팀이 6개 팀씩 2개의 조로 나뉘어 대결을 펼쳤다. 이번 라운드에서 팀들은 단일 라운드 로빈 형식으로 경쟁했습니다. 각 풀에서 가장 높은 순위의 4개 팀이 녹아웃 단계(8강)에 진출합니다. 녹아웃 스테이지는 싱글 엘리미네이션 형식을 따랐습니다. 준준결승 패자는 탈락했다. 준준결승 승자는 준결승에서 뛰었습니다. 준결승의 승자는 금메달을, 패자는 동메달을 놓고 경쟁했습니다.",104
2020년 하계 올림픽 남자 토너먼트 배구,풀 구성,팀은 2019년 10월 15일 현재 FIVB 세계 랭킹에 따라 서펜타인 시스템에 따라 시드가 배정되었습니다. FIVB는 세계 랭킹에 관계없이 호스트를 풀 A의 선두로 시드할 권리를 보유했습니다. 10위를 차지한 호스트를 제외한 순위는 괄호 안에 표시됩니다. 풀은 2020년 1월 31일에 확인되었습니다.,69
2020년 하계 올림픽 남자 토너먼트 배구,풀 스탠딩 절차,"조별 예선 후 팀 순위를 결정하려면 다음 기준을 구현해야 합니다. 승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 경기 결과매치 승리 30 또는 31: 승자에게 매치 포인트 3개 , 패자 0 매치 포인트 32 승: 승자 2 매치 포인트, 패자 1 매치 포인트",92
2020년 하계 올림픽 남자 토너먼트 배구,녹아웃 스테이지,모든 시간은 일본 표준시(UTC+09:00)입니다. 두 풀의 1위 팀은 다른 풀의 4위 팀과 대결했습니다. 2위 팀은 추첨으로 결정된 다른 풀의 2위 또는 3위 팀과 대결했습니다. 추첨은 예선 마지막 경기가 끝난 후 진행되었습니다.,72
2020년 하계 올림픽 배구 남자 유럽 예선,요약,2020 남자 올림픽 배구 유럽 예선 토너먼트는 2020년 1월 5일부터 10일까지 독일 베를린에서 열린 남자 대표팀 배구 대회였습니다. 토너먼트에는 8개 팀이 참가했으며 우승팀인 프랑스는 2020년 하계 올림픽에 진출했습니다. 2020년 올림픽은 COVID-19 대유행으로 인해 2021년으로 연기되었습니다.,74
2020년 하계 올림픽 배구 남자 유럽 예선,자격,개최국 독일과 2019년 9월 30일 현재 CEV 유럽 랭킹 상위 7개 팀은 토너먼트에 출전할 수 있는 2020년 하계 올림픽에 아직 진출하지 못했습니다. 10위를 차지한 호스트를 제외한 순위는 괄호 안에 표시됩니다. 독일(개최국) 세르비아(1) 프랑스(3) 벨기에(6) 슬로베니아(7) 불가리아(8) 네덜란드(9) 체코(11),92
2020년 하계 올림픽 배구 남자 유럽 예선,풀 구성,팀은 2019년 9월 30일 현재 CEV 유럽 랭킹에 따라 서펜타인 시스템에 따라 시드가 배정되었습니다. CEV는 유럽 랭킹에 관계없이 호스트를 풀 A의 헤드로 시드할 권리를 보유했습니다.,45
2020년 하계 올림픽 배구 남자 유럽 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 여자 아시아 예선 배구,요약,2020 여자 아시아올림픽 예선 토너먼트는 아시아배구연맹(AVC)과 국제배구연맹(FIVB)이 주최하는 여자 국가대표 배구대회로 2020년 1월 7일부터 12일까지 태국 나콘랏차시마에서 개최된다. 8개 팀이 토너먼트에 참가하며 승자는 2020년 여자 올림픽 배구 토너먼트에 진출하게 됩니다.,92
2020년 하계 올림픽 여자 아시아 예선 배구,자격,AVC IOQT 이벤트의 최대 8개 팀은 2019년 아시아 챔피언십 순위를 기준으로 8개 팀에 의해 선정됩니다. 예선 라운드에서 각 풀의 승자와 준우승자가 자격을 얻습니다. 사용하지 않은 할당량은 다음 순위 팀에 의해 재할당됩니다.,65
2020년 하계 올림픽 여자 아시아 예선 배구,풀 구성,"팀은 2019년 아시아 여자 배구 선수권 대회에 따라 구불구불한 시스템에 따라 각 풀의 처음 두 위치에 시드를 배정했습니다. 포트 1: 가장 높은 순위의 두 팀 포트 2: 다음으로 가장 높은 순위의 두 팀 각 풀의 나머지 두 위치는 무작위로 추첨됩니다. 추첨은 2019년 10월 28일 태국 방콕에서 열렸습니다. 포트 3: 자격을 갖춘 두 팀 포트 4: 호스트가 해당 풀(풀 A)에서 선택한 팀. 즉, 예선 및 예선 7개 팀이 다음과 같이 시드되었습니다. 그리다",123
2020년 하계 올림픽 여자 아시아 예선 배구,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 여자 북미 예선,요약,2020 여자 배구 북미 올림픽 예선 토너먼트는 2020년 1월 10일부터 12일까지 도미니카 공화국 산토도밍고에서 열리는 여자 국가대표 배구 대회입니다. 토너먼트에는 4개 팀이 출전하며 우승자는 2020년 본선 진출 자격을 얻습니다. 여자 올림픽 배구 대회.,68
2020년 하계 올림픽 배구 여자 북미 예선,자격,아직 2020년 올림픽에 출전하지 못한 2019 NORCECA 챔피언스 컵 챔피언과 아직 2020년 올림픽에 출전하지 못한 2019 NORCECA 챔피언십의 상위 3개 팀 또는 이번 토너먼트가 이 토너먼트에 출전했습니다. 2019 NORCECA 챔피언스 컵 또는 2019 NORCECA 챔피언십의 최종 순위는 괄호 안에 표시됩니다. 도미니카공화국(2019 NORCECA 챔피언스컵 준우승) 캐나다(2019 NORCECA 챔피언십 3위) 푸에르토리코(2019 NORCECA 챔피언십 4위) 멕시코(2019 NORCECA 챔피언십 5위),123
2020년 하계 올림픽 배구 여자 북미 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 점수 비율 세트 비율 동점 팀 간의 마지막 경기 결과매치 승리 30: 승자 매치 포인트 5, 패자 매치 포인트 0 매치 승리 31: 승자 매치 포인트 4, 매치 포인트 1 패자 경기 승리 32: 승자 3점, 패자 2점",87
2020년 하계 올림픽 여자 유럽 예선 배구,요약,2020 여자 유럽 올림픽 예선 토너먼트는 2020년 1월 7일부터 12일까지 네덜란드 아펠도른에서 열린 여자 대표팀 배구 토너먼트였습니다. 토너먼트에는 8개 팀이 참가했고 우승팀인 터키는 2020 여자 올림픽 배구 토너먼트에 진출했습니다.,60
2020년 하계 올림픽 여자 유럽 예선 배구,풀 구성,2019년 9월 9일 기준으로 아직 2020년 올림픽에 출전하지 못한 개최국 네덜란드와 CEV 국가대표팀 랭킹 상위 7개 팀이 이번 토너먼트에서 경쟁했습니다. 팀은 Serpentine 시스템에 따라 시드되었습니다. 순위는 괄호 안에 표시됩니다.,54
2020년 하계 올림픽 여자 유럽 예선 배구,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 여자 남미 예선,요약,2020 여자 배구 남미 올림픽 예선 토너먼트는 2020년 1월 7일부터 9일까지 콜롬비아 보고타에서 열린 여자 대표팀 배구 대회였습니다. 토너먼트에는 4개 팀이 참가했으며 우승자는 2020 여자 올림픽 배구 토너먼트에 진출했습니다.,59
2020년 하계 올림픽 배구 여자 남미 예선,자격,2019년 남미 챔피언십에서 아직 2020년 올림픽에 진출하지 못한 상위 4개 팀이 이번 토너먼트에 진출했습니다. 2019 남미 챔피언십의 최종 순위는 괄호 안에 표시됩니다. 콜롬비아(2) 페루(3) 아르헨티나(4) 베네수엘라(5),61
2020년 하계 올림픽 배구 여자 남미 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 여자 아프리카 예선 배구,요약,2020 여자 아프리카 올림픽 예선 토너먼트는 2020년 1월 5일부터 9일까지 카메룬 야운드에서 열린 여자 대표팀 배구 대회였다. 이번 대회에는 5개 팀이 출전해 우승팀이 2020년 여자 올림픽 배구 토너먼트에 진출했다.,56
2020년 하계 올림픽 여자 아프리카 예선 배구,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 남자 북미 예선,요약,2020년 남자 올림픽 배구 토너먼트 북미 예선 토너먼트는 2020년 1월 10일부터 12일까지 캐나다 밴쿠버에서 열린 남자 국가대표 배구 대회였습니다. 토너먼트에는 4개 팀이 참가했고 우승팀인 캐나다는 2020년 하계 올림픽에 진출했습니다.,58
2020년 하계 올림픽 배구 남자 북미 예선,자격,아직 2020년 하계 올림픽에 출전하지 못한 2019 NORCECA 챔피언스 컵 챔피언과 아직 2020년 하계 올림픽에 진출하지 못한 2019 NORCECA 챔피언십의 상위 3개 팀 또는 토너먼트에 진출한 토너먼트. 2019 NORCECA 챔피언스 컵 또는 2019 NORCECA 챔피언십의 최종 순위는 괄호 안에 표시됩니다. 쿠바(2019 NORCECA Champions Cup 챔피언스) 캐나다(2019 NORCECA 챔피언십 3위) 멕시코(2019 NORCECA 챔피언십 4위) 푸에르토리코(2019 NORCECA 챔피언십 5위),120
2020년 하계 올림픽 배구 남자 북미 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 점수 비율 세트 비율 동점 팀 간의 마지막 경기 결과매치 승리 30: 승자 매치 포인트 5, 패자 매치 포인트 0 매치 승리 31: 승자 매치 포인트 4, 매치 포인트 1 패자 경기 승리 32: 승자 3점, 패자 2점",87
2020년 하계 올림픽 남자 아시아 예선 배구,요약,2020년 남자 올림픽 배구 아시아 예선 토너먼트는 2020년 1월 7일부터 12일까지 중국 장먼에서 열린 남자 국가대표 배구 대회였습니다. 토너먼트에는 8개 팀이 참가했으며 우승팀인 이란은 2020년 하계 올림픽에 진출했습니다(2020년으로 연기됨). 코로나19 팬데믹으로 인해 2021년).,73
2020년 하계 올림픽 남자 아시아 예선 배구,자격,2020년 하계 올림픽에 아직 진출하지 못한 2019년 아시아 선수권 대회의 상위 8개 팀이 토너먼트에 진출했습니다. 그러나 카자흐스탄은 대회에서 기권한 파키스탄을 대신했다. 2019년 아시아 선수권 대회의 최종 순위는 괄호 안에 표시되어 있습니다. 이란(1) 호주(2) 한국(4) 대만(5) 중국(6) 파키스탄(7) 인도(8) 카타르(9) 카자흐스탄(10),99
2020년 하계 올림픽 남자 아시아 예선 배구,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 남미 예선,요약,2020년 남자 올림픽 배구 토너먼트 남미 예선 토너먼트는 2020년 1월 10일부터 12일까지 칠레 모스타살에서 열린 남자 국가대표 배구 대회였습니다. 토너먼트에는 4개 팀이 참가했으며 우승팀인 베네수엘라가 2020년 하계 올림픽에 진출했습니다.,60
2020년 하계 올림픽 배구 남미 예선,자격,2020년 하계 올림픽에 아직 진출하지 못한 2019년 남미 챔피언십의 상위 4개 팀이 토너먼트에 진출했습니다. 2019 남미 챔피언십의 최종 순위는 괄호 안에 표시됩니다. 칠레(3) 베네수엘라(4) 페루(5) 콜롬비아(6),61
2020년 하계 올림픽 배구 남미 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 남자 아프리카 예선,요약,2020년 남자 올림픽 배구 대회 아프리카 예선 대회는 2020년 1월 7일부터 11일까지 이집트 카이로에서 열린 남자 국가대표 배구 대회였습니다. 토너먼트에는 5개 팀이 참가했으며 우승팀인 튀니지는 2020년 하계 올림픽에 진출했습니다.,57
2020년 하계 올림픽 배구 남자 아프리카 예선,자격,아직 2020년 하계 올림픽에 출전하지 못한 7개의 CAVB 국가대표팀이 예선에 돌입했습니다. 그러나 보츠와나와 니제르는 나중에 철수했다. 또한 가나는 대회 시작 직전까지 카이로에 도착하지 않아 실격 처리됐다. 가나의 모든 경기는 몰수되었고 가나는 최종 순위에서 최하위를 기록했습니다. 알제리 보츠와나(철회) 카메룬 이집트 가나(실격) 니제르(철회) 튀니지,99
2020년 하계 올림픽 배구 남자 아프리카 예선,풀 스탠딩 절차,"승리한 경기 수 매치 포인트 설정 비율 포인트 비율 동점 팀 간의 마지막 매치 결과매치 승리 30 또는 31: 승자 매치 포인트 3, 패자 매치 포인트 0 매치 승리 32: 승자 매치 포인트 2, 매치 1 패자에 대한 포인트",71
2020년 하계 올림픽 배구 남자 아프리카 예선,라운드 로빈,"모든 시간은 이집트 표준시(UTC+02:00)입니다. 가나의 몰수 경기(250, 250, 250)는 기록되지 않아 순위 산정에서 제외됐다.",46
2020년 하계 올림픽 배구 남자 대륙간 예선,요약,2020 남자 올림픽 배구 토너먼트 대륙간 예선 토너먼트는 국제 배구 연맹(FIVB)이 주관하는 남자 국가대표 배구 토너먼트로 2019년 8월 9일부터 11일까지 개최되었습니다. 토너먼트에 참가한 24개 팀과 우승팀 2020년 하계 올림픽에 출전할 자격을 갖춘 각 풀에서.,74
2020년 하계 올림픽 배구 남자 대륙간 예선,자격,2018년 10월 1일 현재 FIVB 세계 랭킹 상위 24개 팀으로 대회에 참가한 24개 팀(2020년 하계 올림픽 개최국인 일본 제외).,43
2020년 하계 올림픽 배구 남자 대륙간 예선,풀 구성,팀은 2018년 10월 1일 현재 FIVB 세계 랭킹에 따라 서펜타인 시스템에 따라 시드 배정되었습니다. 순위는 괄호 안에 표시됩니다. 참고 굵게 표시된 팀은 2020년 하계 올림픽에 진출했습니다. (H): 자격 그룹 호스트,54
